epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.8314075469970703,0.8303094506263733,0.5381140112876892,0.8779761791229248,0.883734941482544,0.41310399770736694
1,0.9280462265014648,0.9279528856277466,0.25776705145835876,0.949404776096344,0.9519603252410889,0.23795434832572937
2,0.9543067216873169,0.9539334774017334,0.19607535004615784,0.949404776096344,0.9509429335594177,0.18429167568683624
3,0.9490545988082886,0.9488555192947388,0.19243337213993073,0.9672619104385376,0.9678821563720703,0.13656999170780182
4,0.970588207244873,0.9704933762550354,0.1397736668586731,0.9583333134651184,0.9600775837898254,0.18714240193367004
5,0.9763655662536621,0.9762091040611267,0.12633509933948517,0.9672619104385376,0.9681919813156128,0.14612719416618347
6,0.9732142686843872,0.9731109738349915,0.13122963905334473,0.9672619104385376,0.9682718515396118,0.13887007534503937
7,0.9842436909675598,0.984189510345459,0.10063304752111435,0.9702380895614624,0.9719207286834717,0.15519128739833832
8,0.9863445162773132,0.98631751537323,0.09150628745555878,0.9732142686843872,0.97464919090271,0.13675950467586517
0,0.818802535533905,0.8179914951324463,0.5654001235961914,0.898809552192688,0.9026498198509216,0.40552833676338196
1,0.930672287940979,0.9303809404373169,0.25887367129325867,0.9345238208770752,0.9376199245452881,0.25618720054626465
2,0.9432772994041443,0.9429378509521484,0.2314143031835556,0.9464285969734192,0.9494284391403198,0.20769813656806946
3,0.9558823704719543,0.955798864364624,0.180816650390625,0.9642857313156128,0.9658337831497192,0.1464344710111618
4,0.9543067216873169,0.9541881084442139,0.18520615994930267,0.9583333134651184,0.9599182605743408,0.15364959836006165
5,0.9684873819351196,0.9683738946914673,0.14306145906448364,0.961309552192688,0.9627866744995117,0.1519952267408371
6,0.9758403301239014,0.9758273363113403,0.13024625182151794,0.9702380895614624,0.9713090658187866,0.12129708379507065
7,0.9810924530029297,0.9810286164283752,0.10764080286026001,0.9642857313156128,0.9658337831497192,0.1332145631313324
8,0.9837185144424438,0.9836857318878174,0.09756907820701599,0.9642857313156128,0.9658337831497192,0.13062454760074615
9,0.9821428656578064,0.982064962387085,0.11357251554727554,0.9642857313156128,0.9658337831497192,0.13214409351348877
10,0.9837185144424438,0.9836864471435547,0.09835895895957947,0.9702380895614624,0.9713196158409119,0.12119878828525543
11,0.9921218752861023,0.9920588731765747,0.08152635395526886,0.976190447807312,0.9769912958145142,0.11665443331003189
12,0.9826680421829224,0.9826306700706482,0.09353093802928925,0.9672619104385376,0.9685764312744141,0.1227797344326973
13,0.9842436909675598,0.9842036962509155,0.08669251948595047,0.9672619104385376,0.9685764312744141,0.11706330627202988
14,0.9858193397521973,0.9857261776924133,0.09157336503267288,0.9672619104385376,0.9685764312744141,0.11845482885837555
15,0.9837185144424438,0.9836815595626831,0.08634023368358612,0.9672619104385376,0.9685764312744141,0.122283935546875
16,0.9894958138465881,0.9894741773605347,0.07645052671432495,0.9672619104385376,0.9685764312744141,0.12282480299472809
