epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.4289815127849579,0.2742302119731903,2.1786446571350098,0.639864981174469,0.48257628083229065,1.367868423461914
1,0.579332172870636,0.44221821427345276,1.549909234046936,0.6883535385131836,0.5651074647903442,1.1773756742477417
2,0.6279686689376831,0.504909098148346,1.3741166591644287,0.7058462500572205,0.5900956988334656,1.1063008308410645
3,0.6629566550254822,0.5538026690483093,1.2770463228225708,0.7274819612503052,0.6156845688819885,1.0756086111068726
4,0.6814255118370056,0.5795189142227173,1.2181236743927002,0.7400644421577454,0.6508447527885437,1.0471197366714478
5,0.6986216306686401,0.6025287508964539,1.1767446994781494,0.7403713464736938,0.6549432277679443,1.0599983930587769
6,0.7174966931343079,0.6273045539855957,1.1264245510101318,0.7483504414558411,0.6624431610107422,1.0425503253936768
7,0.727597713470459,0.6407651305198669,1.1078683137893677,0.7558692693710327,0.6739569306373596,1.0429357290267944
8,0.7379965782165527,0.6569268107414246,1.0700808763504028,0.7601656913757324,0.6773757934570312,1.0278397798538208
9,0.7431418895721436,0.6657599210739136,1.0645359754562378,0.7601656913757324,0.6771281361579895,1.0421900749206543
