epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.809486985206604,0.7359471917152405,0.9163855910301208,0.9550871849060059,0.9415501952171326,0.3758336901664734
1,0.9291787147521973,0.9046940207481384,0.42011409997940063,0.9667544960975647,0.9586539268493652,0.27938541769981384
2,0.9486120343208313,0.9323552846908569,0.3279190957546234,0.9702672362327576,0.9619454741477966,0.23826910555362701
3,0.9547954201698303,0.9402003288269043,0.2800664007663727,0.972525417804718,0.9645803570747375,0.20672845840454102
4,0.9580416679382324,0.9452738761901855,0.2551949918270111,0.9757872223854065,0.9692127108573914,0.19362305104732513
5,0.9621712565422058,0.9514559507369995,0.2338750809431076,0.973529040813446,0.9653026461601257,0.18612812459468842
6,0.9618841409683228,0.9497281908988953,0.22757203876972198,0.9752854108810425,0.9685930013656616,0.18146374821662903
7,0.9640483260154724,0.9529429078102112,0.2199801504611969,0.9747835993766785,0.9680872559547424,0.1792193055152893
8,0.9625466465950012,0.9508737325668335,0.21694117784500122,0.9742817878723145,0.9656712412834167,0.1807488054037094
9,0.9637391567230225,0.9516253471374512,0.21679075062274933,0.9759126901626587,0.9697073698043823,0.1763772815465927
10,0.9638053774833679,0.9520799517631531,0.21196343004703522,0.9784218072891235,0.9732404947280884,0.17125952243804932
11,0.9648653864860535,0.9541881084442139,0.21079644560813904,0.9760381579399109,0.968588650226593,0.17377188801765442
12,0.9660137295722961,0.9556127786636353,0.20568697154521942,0.9770417809486389,0.9698471426963806,0.17101788520812988
13,0.9644237160682678,0.9537736773490906,0.20842398703098297,0.9761635661125183,0.966874361038208,0.16950058937072754
14,0.9657708406448364,0.9555539488792419,0.20527684688568115,0.9754108786582947,0.9670448303222656,0.17019964754581451
15,0.9641366600990295,0.9520018696784973,0.2073308676481247,0.9779199361801147,0.9691983461380005,0.16694149374961853
16,0.9658591747283936,0.9558957815170288,0.2054806351661682,0.9771672487258911,0.9699622988700867,0.1679527312517166
17,0.965925395488739,0.9544193744659424,0.20438970625400543,0.9757872223854065,0.9680383801460266,0.16913051903247833
18,0.9739858508110046,0.9662387371063232,0.1775885969400406,0.9823108911514282,0.976426362991333,0.14440353214740753
19,0.9789766669273376,0.9736785888671875,0.15506543219089508,0.9810563325881958,0.9745140075683594,0.13754400610923767
