epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.8497267961502075,0.7519527077674866,0.682557225227356,0.9627329111099243,0.9182784557342529,0.32678651809692383
1,0.9590163826942444,0.9201865792274475,0.32546016573905945,0.9844720363616943,0.9759519696235657,0.2703356444835663
2,0.9732240438461304,0.9441711902618408,0.293916791677475,0.9937888383865356,0.9889256954193115,0.2460002601146698
3,0.9830601215362549,0.9701529145240784,0.25237277150154114,0.9906832575798035,0.9804113507270813,0.23902404308319092
4,0.9825136661529541,0.9689053893089294,0.24041366577148438,0.9875776171684265,0.978181779384613,0.21631433069705963
5,0.9819672107696533,0.9708341956138611,0.23667465150356293,0.9844720363616943,0.9765732288360596,0.21318447589874268
6,0.9836065769195557,0.9686784148216248,0.22546398639678955,0.97826087474823,0.9544603824615479,0.20844392478466034
7,0.9918032884597778,0.9887105822563171,0.20284932851791382,0.9844720363616943,0.9643179774284363,0.20512714982032776
8,0.9863387942314148,0.9804638028144836,0.2050078958272934,0.9906832575798035,0.9753713607788086,0.18624651432037354
9,0.9890710115432739,0.983468770980835,0.19451293349266052,0.9875776171684265,0.9722184538841248,0.18670296669006348
10,0.9956284165382385,0.9935905337333679,0.17527033388614655,0.9906832575798035,0.9744332432746887,0.18411564826965332
11,0.9939890503883362,0.9902340769767761,0.16762585937976837,0.9906832575798035,0.9810327887535095,0.18003734946250916
12,0.9907103776931763,0.9835159778594971,0.17929281294345856,0.9875776171684265,0.9731417298316956,0.17730872333049774
13,0.9934425950050354,0.9942119717597961,0.18201299011707306,0.9875776171684265,0.9788256287574768,0.18165406584739685
14,0.9934425950050354,0.9909870028495789,0.169180765748024,0.9844720363616943,0.9699813723564148,0.1771431416273117
15,0.9928961992263794,0.9894483089447021,0.16832995414733887,0.9875776171684265,0.9787952303886414,0.18468542397022247
16,0.985792338848114,0.9801536202430725,0.17381809651851654,0.9875776171684265,0.9847959876060486,0.17894908785820007
17,0.9939890503883362,0.9901846051216125,0.15111976861953735,0.9844720363616943,0.9765732288360596,0.18292495608329773
18,0.9928961992263794,0.9883282780647278,0.15197575092315674,0.9813664555549622,0.9686443209648132,0.16997230052947998
19,0.9956284165382385,0.9946907162666321,0.14449132978916168,0.9813664555549622,0.9686443209648132,0.16917844116687775
