epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.6013095378875732,0.5047441720962524,1.6486238241195679,0.9165101647377014,0.8948509097099304,0.5507775545120239
1,0.8254340291023254,0.779106080532074,0.7626179456710815,0.9421205520629883,0.9357069730758667,0.3658197224140167
2,0.8790472745895386,0.8481372594833374,0.5649130344390869,0.9547550082206726,0.9502087831497192,0.3123781979084015
3,0.9049378037452698,0.882685661315918,0.47771158814430237,0.9610722064971924,0.955920934677124,0.2868800163269043
4,0.9233796000480652,0.9073710441589355,0.408878892660141,0.966535747051239,0.9614436626434326,0.2563622295856476
5,0.9354237914085388,0.923021137714386,0.3638879656791687,0.9679016470909119,0.9639589786529541,0.24095068871974945
6,0.9413708448410034,0.9290381073951721,0.3298967480659485,0.9682431221008301,0.9638281464576721,0.23333090543746948
7,0.9480687379837036,0.9380753040313721,0.3067984879016876,0.9702919721603394,0.9655962586402893,0.22204671800136566
8,0.94800865650177,0.9377633929252625,0.29606959223747253,0.9690967798233032,0.9654631614685059,0.21732081472873688
9,0.9546164274215698,0.9455356597900391,0.28005191683769226,0.9706334471702576,0.9660478234291077,0.208535835146904
10,0.9578302502632141,0.949370265007019,0.25818848609924316,0.9738774299621582,0.9699773192405701,0.19734632968902588
11,0.960473358631134,0.9530752897262573,0.24984349310398102,0.9726822376251221,0.9696123600006104,0.1998562216758728
12,0.9626959562301636,0.9565309882164001,0.23938079178333282,0.9719992876052856,0.9679710268974304,0.19651135802268982
13,0.9647684097290039,0.9579185247421265,0.23667781054973602,0.9731944799423218,0.9694693684577942,0.1952063888311386
14,0.9671712517738342,0.9614510536193848,0.2263393998146057,0.9706334471702576,0.967277467250824,0.19649554789066315
15,0.9653391242027283,0.9586944580078125,0.22696106135845184,0.9725115299224854,0.9674745202064514,0.19569092988967896
16,0.9725175499916077,0.967096745967865,0.20447154343128204,0.9749018549919128,0.9720834493637085,0.18518008291721344
17,0.9776235818862915,0.9729268550872803,0.1872136890888214,0.9764384627342224,0.9717404842376709,0.18107350170612335
18,0.9778338670730591,0.9741083979606628,0.1817145049571991,0.9767799377441406,0.9728432893753052,0.17628563940525055
19,0.9781342148780823,0.973762035369873,0.17886975407600403,0.9764384627342224,0.971254289150238,0.1709701269865036
